Nome;Partido;UF;Tipo_de_Despesa;Valor;Gastos;
CARLOS HENRIQUE GAGUIM;DEM;TO;SERVIÇOS POSTAIS;202;202;
CARLOS HENRIQUE GAGUIM;DEM;TO;Total;144993;0;
MISAEL VARELLA;PSD;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;69170;69170;
MISAEL VARELLA;PSD;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;35770;35770;
MISAEL VARELLA;PSD;MG;COMBUSTÍVEIS E LUBRIFICANTES.;13561;13561;
MISAEL VARELLA;PSD;MG;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;12000;12000;
MISAEL VARELLA;PSD;MG;EMISSÃO BILHETE AÉREO;10480;10480;
MISAEL VARELLA;PSD;MG;TELEFONIA;2291;2291;
MISAEL VARELLA;PSD;MG;SERVIÇOS POSTAIS;961;961;
MISAEL VARELLA;PSD;MG;PASSAGENS AÉREAS;491;491;
MISAEL VARELLA;PSD;MG;Total;144724;0;
ELI CORRÊA FILHO;DEM;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;60000;60000;
ELI CORRÊA FILHO;DEM;SP;EMISSÃO BILHETE AÉREO;40130;40130;
ELI CORRÊA FILHO;DEM;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;24602;24602;
ELI CORRÊA FILHO;DEM;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;11100;11100;
ELI CORRÊA FILHO;DEM;SP;COMBUSTÍVEIS E LUBRIFICANTES.;4362;4362;
ELI CORRÊA FILHO;DEM;SP;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;3100;3100;
ELI CORRÊA FILHO;DEM;SP;TELEFONIA;340;340;
ELI CORRÊA FILHO;DEM;SP;SERVIÇOS POSTAIS;34;34;
ELI CORRÊA FILHO;DEM;SP;Total;143667;0;
RENATA ABREU;PODE;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;66000;66000;
RENATA ABREU;PODE;SP;EMISSÃO BILHETE AÉREO;24533;24533;
RENATA ABREU;PODE;SP;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;24200;24200;
RENATA ABREU;PODE;SP;COMBUSTÍVEIS E LUBRIFICANTES.;16634;16634;
RENATA ABREU;PODE;SP;TELEFONIA;5890;5890;
RENATA ABREU;PODE;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;3000;3000;
RENATA ABREU;PODE;SP;SERVIÇOS POSTAIS;1844;1844;
RENATA ABREU;PODE;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;964;964;
RENATA ABREU;PODE;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;374;374;
RENATA ABREU;PODE;SP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;86;86;
RENATA ABREU;PODE;SP;Total;143525;0;
CARLOS SAMPAIO;PSDB;SP;EMISSÃO BILHETE AÉREO;74719;74719;
CARLOS SAMPAIO;PSDB;SP;TELEFONIA;22313;22313;
CARLOS SAMPAIO;PSDB;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;18000;18000;
CARLOS SAMPAIO;PSDB;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;17912;17912;
CARLOS SAMPAIO;PSDB;SP;PASSAGENS AÉREAS;4209;4209;
CARLOS SAMPAIO;PSDB;SP;ASSINATURA DE PUBLICAÇÕES;3107;3107;
CARLOS SAMPAIO;PSDB;SP;SERVIÇOS POSTAIS;1923;1923;
CARLOS SAMPAIO;PSDB;SP;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;1224;1224;
CARLOS SAMPAIO;PSDB;SP;Total;143407;0;
MÁRIO NEGROMONTE JR.;PP;BA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;76550;76550;
MÁRIO NEGROMONTE JR.;PP;BA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;30000;30000;
MÁRIO NEGROMONTE JR.;PP;BA;EMISSÃO BILHETE AÉREO;23146;23146;
MÁRIO NEGROMONTE JR.;PP;BA;COMBUSTÍVEIS E LUBRIFICANTES.;9321;9321;
MÁRIO NEGROMONTE JR.;PP;BA;TELEFONIA;3154;3154;
MÁRIO NEGROMONTE JR.;PP;BA;SERVIÇOS POSTAIS;686;686;
MÁRIO NEGROMONTE JR.;PP;BA;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;369;369;
MÁRIO NEGROMONTE JR.;PP;BA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;157;157;
MÁRIO NEGROMONTE JR.;PP;BA;Total;143382;0;
PROFESSOR ALCIDES;PP;GO;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;47960;47960;
PROFESSOR ALCIDES;PP;GO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;30820;30820;
PROFESSOR ALCIDES;PP;GO;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;29440;29440;
PROFESSOR ALCIDES;PP;GO;COMBUSTÍVEIS E LUBRIFICANTES.;24000;24000;
PROFESSOR ALCIDES;PP;GO;EMISSÃO BILHETE AÉREO;9955;9955;
PROFESSOR ALCIDES;PP;GO;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;803;803;
PROFESSOR ALCIDES;PP;GO;TELEFONIA;248;248;
PROFESSOR ALCIDES;PP;GO;SERVIÇOS POSTAIS;140;140;
PROFESSOR ALCIDES;PP;GO;Total;143367;0;
DOMINGOS SÁVIO;PSDB;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;38618;38618;
