Nome;Partido;UF;Tipo_de_Despesa;Valor;Gastos;
ENÉIAS REIS;PSL;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;2000;2000;
ENÉIAS REIS;PSL;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;1347;1347;
ENÉIAS REIS;PSL;MG;PASSAGENS AÉREAS;1156;1156;
ENÉIAS REIS;PSL;MG;SERVIÇOS POSTAIS;970;970;
ENÉIAS REIS;PSL;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;337;337;
ENÉIAS REIS;PSL;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;221;221;
ENÉIAS REIS;PSL;MG;TELEFONIA;60;60;
ENÉIAS REIS;PSL;MG;Total;58738;0;
LUCAS REDECKER;PSDB;RS;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;25776;25776;
LUCAS REDECKER;PSDB;RS;EMISSÃO BILHETE AÉREO;16389;16389;
LUCAS REDECKER;PSDB;RS;COMBUSTÍVEIS E LUBRIFICANTES.;7463;7463;
LUCAS REDECKER;PSDB;RS;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;2755;2755;
LUCAS REDECKER;PSDB;RS;TELEFONIA;2099;2099;
LUCAS REDECKER;PSDB;RS;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;1482;1482;
LUCAS REDECKER;PSDB;RS;PASSAGENS AÉREAS;1449;1449;
LUCAS REDECKER;PSDB;RS;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;320;320;
LUCAS REDECKER;PSDB;RS;SERVIÇOS POSTAIS;79;79;
LUCAS REDECKER;PSDB;RS;Total;57813;0;
ALENCAR SANTANA BRAGA;PT;SP;EMISSÃO BILHETE AÉREO;28333;28333;
ALENCAR SANTANA BRAGA;PT;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;17954;17954;
ALENCAR SANTANA BRAGA;PT;SP;COMBUSTÍVEIS E LUBRIFICANTES.;5058;5058;
ALENCAR SANTANA BRAGA;PT;SP;TELEFONIA;2589;2589;
ALENCAR SANTANA BRAGA;PT;SP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;2279;2279;
ALENCAR SANTANA BRAGA;PT;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;1062;1062;
ALENCAR SANTANA BRAGA;PT;SP;SERVIÇOS POSTAIS;193;193;
ALENCAR SANTANA BRAGA;PT;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;45;45;
ALENCAR SANTANA BRAGA;PT;SP;Total;57512;0;
ISNALDO BULHÕES JR.;MDB;AL;EMISSÃO BILHETE AÉREO;21215;21215;
ISNALDO BULHÕES JR.;MDB;AL;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;15100;15100;
ISNALDO BULHÕES JR.;MDB;AL;COMBUSTÍVEIS E LUBRIFICANTES.;13300;13300;
ISNALDO BULHÕES JR.;MDB;AL;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;6700;6700;
ISNALDO BULHÕES JR.;MDB;AL;SERVIÇOS POSTAIS;588;588;
ISNALDO BULHÕES JR.;MDB;AL;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;348;348;
ISNALDO BULHÕES JR.;MDB;AL;TELEFONIA;116;116;
ISNALDO BULHÕES JR.;MDB;AL;Total;57367;0;
EMIDINHO MADEIRA;PSB;MG;EMISSÃO BILHETE AÉREO;22870;22870;
EMIDINHO MADEIRA;PSB;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;15000;15000;
EMIDINHO MADEIRA;PSB;MG;COMBUSTÍVEIS E LUBRIFICANTES.;12316;12316;
EMIDINHO MADEIRA;PSB;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;5108;5108;
EMIDINHO MADEIRA;PSB;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;744;744;
EMIDINHO MADEIRA;PSB;MG;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;431;431;
EMIDINHO MADEIRA;PSB;MG;SERVIÇOS POSTAIS;351;351;
EMIDINHO MADEIRA;PSB;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;232;232;
EMIDINHO MADEIRA;PSB;MG;TELEFONIA;165;165;
EMIDINHO MADEIRA;PSB;MG;Total;57218;0;
DR. LEONARDO;SOLIDARIEDADE;MT;EMISSÃO BILHETE AÉREO;14225;14225;
DR. LEONARDO;SOLIDARIEDADE;MT;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;11517;11517;
DR. LEONARDO;SOLIDARIEDADE;MT;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;11000;11000;
DR. LEONARDO;SOLIDARIEDADE;MT;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;8395;8395;
DR. LEONARDO;SOLIDARIEDADE;MT;COMBUSTÍVEIS E LUBRIFICANTES.;7489;7489;
DR. LEONARDO;SOLIDARIEDADE;MT;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;1251;1251;
DR. LEONARDO;SOLIDARIEDADE;MT;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;900;900;
DR. LEONARDO;SOLIDARIEDADE;MT;PARTICIPAÇÃO EM CURSO, PALESTRA OU EVENTO SIMILAR;890;890;
DR. LEONARDO;SOLIDARIEDADE;MT;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;796;796;
DR. LEONARDO;SOLIDARIEDADE;MT;SERVIÇOS POSTAIS;403;403;
DR. LEONARDO;SOLIDARIEDADE;MT;ASSINATURA DE PUBLICAÇÕES;170;170;
DR. LEONARDO;SOLIDARIEDADE;MT;TELEFONIA;68;68;
DR. LEONARDO;SOLIDARIEDADE;MT;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;55;55;
DR. LEONARDO;SOLIDARIEDADE;MT;Total;57160;0;
GASTÃO VIEIRA;PROS;MA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;30000;30000;
GASTÃO VIEIRA;PROS;MA;EMISSÃO BILHETE AÉREO;14294;14294;
GASTÃO VIEIRA;PROS;MA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;5000;5000;
GASTÃO VIEIRA;PROS;MA;TELEFONIA;2573;2573;
GASTÃO VIEIRA;PROS;MA;COMBUSTÍVEIS E LUBRIFICANTES.;1777;1777;
GASTÃO VIEIRA;PROS;MA;PASSAGENS AÉREAS;1405;1405;
GASTÃO VIEIRA;PROS;MA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;1207;1207;
GASTÃO VIEIRA;PROS;MA;SERVIÇOS POSTAIS;797;797;
GASTÃO VIEIRA;PROS;MA;Total;57053;0;
ANDRÉ JANONES;AVANTE;MG;EMISSÃO BILHETE AÉREO;19847;19847;
ANDRÉ JANONES;AVANTE;MG;COMBUSTÍVEIS E LUBRIFICANTES.;13699;13699;
ANDRÉ JANONES;AVANTE;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;6614;6614;
ANDRÉ JANONES;AVANTE;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;6500;6500;
ANDRÉ JANONES;AVANTE;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;6375;6375;
ANDRÉ JANONES;AVANTE;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;1371;1371;
ANDRÉ JANONES;AVANTE;MG;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;1122;1122;
ANDRÉ JANONES;AVANTE;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;601;601;
ANDRÉ JANONES;AVANTE;MG;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;523;523;
ANDRÉ JANONES;AVANTE;MG;SERVIÇOS POSTAIS;151;151;
ANDRÉ JANONES;AVANTE;MG;TELEFONIA;70;70;
ANDRÉ JANONES;AVANTE;MG;Total;56874;0;
WELITON PRADO;PROS;MG;EMISSÃO BILHETE AÉREO;29544;29544;
WELITON PRADO;PROS;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;12300;12300;
WELITON PRADO;PROS;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;7653;7653;
WELITON PRADO;PROS;MG;PASSAGENS AÉREAS;2872;2872;
WELITON PRADO;PROS;MG;TELEFONIA;2257;2257;
WELITON PRADO;PROS;MG;COMBUSTÍVEIS E LUBRIFICANTES.;2229;2229;
WELITON PRADO;PROS;MG;Total;56855;0;
HELIO LOPES;PSL;RJ;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;23600;23600;
HELIO LOPES;PSL;RJ;PASSAGENS AÉREAS;20881;20881;
HELIO LOPES;PSL;RJ;COMBUSTÍVEIS E LUBRIFICANTES.;5460;5460;
HELIO LOPES;PSL;RJ;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;2409;2409;
HELIO LOPES;PSL;RJ;TELEFONIA;1913;1913;
HELIO LOPES;PSL;RJ;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;1759;1759;
HELIO LOPES;PSL;RJ;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;745;745;
HELIO LOPES;PSL;RJ;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;17;17;
HELIO LOPES;PSL;RJ;Total;56783;0;
LIZIANE BAYER;PSB;RS;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;19967;19967;
LIZIANE BAYER;PSB;RS;EMISSÃO BILHETE AÉREO;13865;13865;
LIZIANE BAYER;PSB;RS;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;7850;7850;
LIZIANE BAYER;PSB;RS;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;5176;5176;
LIZIANE BAYER;PSB;RS;COMBUSTÍVEIS E LUBRIFICANTES.;4234;4234;
LIZIANE BAYER;PSB;RS;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;2258;2258;
LIZIANE BAYER;PSB;RS;PASSAGENS AÉREAS;783;783;
LIZIANE BAYER;PSB;RS;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;755;755;
LIZIANE BAYER;PSB;RS;SERVIÇOS POSTAIS;683;683;
LIZIANE BAYER;PSB;RS;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;408;408;
LIZIANE BAYER;PSB;RS;TELEFONIA;244;244;
LIZIANE BAYER;PSB;RS;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;190;190;
LIZIANE BAYER;PSB;RS;Total;56413;0;
SERGIO TOLEDO;PL;AL;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;21000;21000;
SERGIO TOLEDO;PL;AL;EMISSÃO BILHETE AÉREO;16110;16110;
SERGIO TOLEDO;PL;AL;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;12936;12936;
SERGIO TOLEDO;PL;AL;PASSAGENS AÉREAS;3488;3488;
SERGIO TOLEDO;PL;AL;COMBUSTÍVEIS E LUBRIFICANTES.;1884;1884;
SERGIO TOLEDO;PL;AL;TELEFONIA;665;665;
SERGIO TOLEDO;PL;AL;SERVIÇOS POSTAIS;13;13;
SERGIO TOLEDO;PL;AL;Total;56096;0;
LAURIETE;PL;ES;EMISSÃO BILHETE AÉREO;21441;21441;
LAURIETE;PL;ES;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;20160;20160;
LAURIETE;PL;ES;COMBUSTÍVEIS E LUBRIFICANTES.;7254;7254;
LAURIETE;PL;ES;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;3316;3316;
LAURIETE;PL;ES;TELEFONIA;2503;2503;
LAURIETE;PL;ES;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;853;853;
LAURIETE;PL;ES;SERVIÇOS POSTAIS;57;57;
LAURIETE;PL;ES;Total;55585;0;
NEWTON CARDOSO JR;MDB;MG;EMISSÃO BILHETE AÉREO;17045;17045;
NEWTON CARDOSO JR;MDB;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;14700;14700;
NEWTON CARDOSO JR;MDB;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;10870;10870;
NEWTON CARDOSO JR;MDB;MG;COMBUSTÍVEIS E LUBRIFICANTES.;7251;7251;
NEWTON CARDOSO JR;MDB;MG;TELEFONIA;1623;1623;
NEWTON CARDOSO JR;MDB;MG;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;1600;1600;
NEWTON CARDOSO JR;MDB;MG;SERVIÇOS POSTAIS;1569;1569;
NEWTON CARDOSO JR;MDB;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;512;512;
NEWTON CARDOSO JR;MDB;MG;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;289;289;
NEWTON CARDOSO JR;MDB;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;54;54;
NEWTON CARDOSO JR;MDB;MG;Total;55512;0;
LÉO MOTTA;PSL;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;22800;22800;
LÉO MOTTA;PSL;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;15000;15000;
LÉO MOTTA;PSL;MG;COMBUSTÍVEIS E LUBRIFICANTES.;7321;7321;
LÉO MOTTA;PSL;MG;EMISSÃO BILHETE AÉREO;6292;6292;
LÉO MOTTA;PSL;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;1225;1225;
LÉO MOTTA;PSL;MG;ASSINATURA DE PUBLICAÇÕES;988;988;
LÉO MOTTA;PSL;MG;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;686;686;
LÉO MOTTA;PSL;MG;PASSAGENS AÉREAS;584;584;
LÉO MOTTA;PSL;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;234;234;
LÉO MOTTA;PSL;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;193;193;
LÉO MOTTA;PSL;MG;SERVIÇOS POSTAIS;104;104;
LÉO MOTTA;PSL;MG;TELEFONIA;71;71;
LÉO MOTTA;PSL;MG;Total;55498;0;
PEDRO LUPION;DEM;PR;EMISSÃO BILHETE AÉREO;18465;18465;
PEDRO LUPION;DEM;PR;COMBUSTÍVEIS E LUBRIFICANTES.;12945;12945;
PEDRO LUPION;DEM;PR;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;10900;10900;
PEDRO LUPION;DEM;PR;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;10572;10572;
PEDRO LUPION;DEM;PR;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;882;882;
PEDRO LUPION;DEM;PR;SERVIÇOS POSTAIS;287;287;
PEDRO LUPION;DEM;PR;TELEFONIA;156;156;
PEDRO LUPION;DEM;PR;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;43;43;
PEDRO LUPION;DEM;PR;Total;54250;0;
ÁUREA CAROLINA;PSOL;MG;EMISSÃO BILHETE AÉREO;26515;26515;
ÁUREA CAROLINA;PSOL;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;8947;8947;
ÁUREA CAROLINA;PSOL;MG;PASSAGENS AÉREAS;6477;6477;
ÁUREA CAROLINA;PSOL;MG;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;3686;3686;
ÁUREA CAROLINA;PSOL;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;3630;3630;
ÁUREA CAROLINA;PSOL;MG;COMBUSTÍVEIS E LUBRIFICANTES.;2037;2037;
ÁUREA CAROLINA;PSOL;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;1726;1726;
ÁUREA CAROLINA;PSOL;MG;TELEFONIA;466;466;
ÁUREA CAROLINA;PSOL;MG;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;229;229;
ÁUREA CAROLINA;PSOL;MG;SERVIÇOS POSTAIS;105;105;
ÁUREA CAROLINA;PSOL;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;35;35;
ÁUREA CAROLINA;PSOL;MG;Total;53854;0;
EMANUEL PINHEIRO NETO;PTB;MT;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;20280;20280;
EMANUEL PINHEIRO NETO;PTB;MT;EMISSÃO BILHETE AÉREO;15630;15630;
EMANUEL PINHEIRO NETO;PTB;MT;COMBUSTÍVEIS E LUBRIFICANTES.;7995;7995;
EMANUEL PINHEIRO NETO;PTB;MT;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;3825;3825;
EMANUEL PINHEIRO NETO;PTB;MT;PASSAGENS AÉREAS;2919;2919;
EMANUEL PINHEIRO NETO;PTB;MT;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;2716;2716;
EMANUEL PINHEIRO NETO;PTB;MT;TELEFONIA;173;173;
EMANUEL PINHEIRO NETO;PTB;MT;SERVIÇOS POSTAIS;111;111;
EMANUEL PINHEIRO NETO;PTB;MT;Total;53648;0;
MERLONG SOLANO;PT;PI;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;17840;17840;
MERLONG SOLANO;PT;PI;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;16500;16500;
MERLONG SOLANO;PT;PI;PASSAGENS AÉREAS;7611;7611;
MERLONG SOLANO;PT;PI;EMISSÃO BILHETE AÉREO;6720;6720;
MERLONG SOLANO;PT;PI;COMBUSTÍVEIS E LUBRIFICANTES.;2737;2737;
MERLONG SOLANO;PT;PI;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;865;865;
MERLONG SOLANO;PT;PI;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;323;323;
MERLONG SOLANO;PT;PI;TELEFONIA;230;230;
MERLONG SOLANO;PT;PI;SERVIÇOS POSTAIS;115;115;
MERLONG SOLANO;PT;PI;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;25;25;
MERLONG SOLANO;PT;PI;Total;52966;0;
FELIPE RIGONI;PSB;ES;EMISSÃO BILHETE AÉREO;17374;17374;
FELIPE RIGONI;PSB;ES;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;13880;13880;
FELIPE RIGONI;PSB;ES;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;8602;8602;
FELIPE RIGONI;PSB;ES;COMBUSTÍVEIS E LUBRIFICANTES.;6617;6617;
FELIPE RIGONI;PSB;ES;PASSAGENS AÉREAS;2856;2856;
FELIPE RIGONI;PSB;ES;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;1110;1110;
FELIPE RIGONI;PSB;ES;ASSINATURA DE PUBLICAÇÕES;669;669;
FELIPE RIGONI;PSB;ES;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;558;558;
FELIPE RIGONI;PSB;ES;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;547;547;
FELIPE RIGONI;PSB;ES;TELEFONIA;107;107;
FELIPE RIGONI;PSB;ES;SERVIÇOS POSTAIS;44;44;
FELIPE RIGONI;PSB;ES;Total;52364;0;
MAURO BENEVIDES FILHO;PDT;CE;EMISSÃO BILHETE AÉREO;29592;29592;
MAURO BENEVIDES FILHO;PDT;CE;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;22000;22000;
MAURO BENEVIDES FILHO;PDT;CE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;536;536;
MAURO BENEVIDES FILHO;PDT;CE;SERVIÇOS POSTAIS;154;154;
MAURO BENEVIDES FILHO;PDT;CE;TELEFONIA;36;36;
MAURO BENEVIDES FILHO;PDT;CE;Total;52318;0;
ELI BORGES;SOLIDARIEDADE;TO;COMBUSTÍVEIS E LUBRIFICANTES.;15752;15752;
ELI BORGES;SOLIDARIEDADE;TO;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;14267;14267;
ELI BORGES;SOLIDARIEDADE;TO;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;12280;12280;
ELI BORGES;SOLIDARIEDADE;TO;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;9000;9000;
ELI BORGES;SOLIDARIEDADE;TO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;727;727;
ELI BORGES;SOLIDARIEDADE;TO;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;36;36;
ELI BORGES;SOLIDARIEDADE;TO;TELEFONIA;23;23;
ELI BORGES;SOLIDARIEDADE;TO;Total;52086;0;
CORONEL TADEU;PSL;SP;EMISSÃO BILHETE AÉREO;23680;23680;
CORONEL TADEU;PSL;SP;COMBUSTÍVEIS E LUBRIFICANTES.;9318;9318;
CORONEL TADEU;PSL;SP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;5591;5591;
CORONEL TADEU;PSL;SP;PASSAGENS AÉREAS;4397;4397;
CORONEL TADEU;PSL;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;4031;4031;
CORONEL TADEU;PSL;SP;SERVIÇOS POSTAIS;1396;1396;
CORONEL TADEU;PSL;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;1326;1326;
CORONEL TADEU;PSL;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;770;770;
CORONEL TADEU;PSL;SP;TELEFONIA;323;323;
CORONEL TADEU;PSL;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;192;192;
CORONEL TADEU;PSL;SP;Total;51024;0;
LÉO MORAES;PODE;RO;EMISSÃO BILHETE AÉREO;26115;26115;
LÉO MORAES;PODE;RO;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;18866;18866;
LÉO MORAES;PODE;RO;COMBUSTÍVEIS E LUBRIFICANTES.;2892;2892;
LÉO MORAES;PODE;RO;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;666;666;
LÉO MORAES;PODE;RO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;649;649;
LÉO MORAES;PODE;RO;TELEFONIA;16;16;
LÉO MORAES;PODE;RO;Total;49204;0;
POLICIAL KATIA SASTRE;PL;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;19240;19240;
POLICIAL KATIA SASTRE;PL;SP;EMISSÃO BILHETE AÉREO;13011;13011;
POLICIAL KATIA SASTRE;PL;SP;COMBUSTÍVEIS E LUBRIFICANTES.;7113;7113;
POLICIAL KATIA SASTRE;PL;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;6444;6444;
POLICIAL KATIA SASTRE;PL;SP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;1431;1431;
POLICIAL KATIA SASTRE;PL;SP;SERVIÇOS POSTAIS;885;885;
POLICIAL KATIA SASTRE;PL;SP;TELEFONIA;265;265;
POLICIAL KATIA SASTRE;PL;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;177;177;
POLICIAL KATIA SASTRE;PL;SP;Total;48565;0;
GILBERTO ABRAMO;PRB;MG;COMBUSTÍVEIS E LUBRIFICANTES.;15267;15267;
GILBERTO ABRAMO;PRB;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;14000;14000;
GILBERTO ABRAMO;PRB;MG;SERVIÇOS POSTAIS;9429;9429;
GILBERTO ABRAMO;PRB;MG;EMISSÃO BILHETE AÉREO;4703;4703;
GILBERTO ABRAMO;PRB;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;2543;2543;
GILBERTO ABRAMO;PRB;MG;TELEFONIA;1422;1422;
GILBERTO ABRAMO;PRB;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;529;529;
GILBERTO ABRAMO;PRB;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;409;409;
GILBERTO ABRAMO;PRB;MG;Total;48303;0;
ALEXIS FONTEYNE;NOVO;SP;EMISSÃO BILHETE AÉREO;20076;20076;
ALEXIS FONTEYNE;NOVO;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;10300;10300;
ALEXIS FONTEYNE;NOVO;SP;PASSAGENS AÉREAS;7847;7847;
ALEXIS FONTEYNE;NOVO;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;4540;4540;
ALEXIS FONTEYNE;NOVO;SP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;1494;1494;
ALEXIS FONTEYNE;NOVO;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;1454;1454;
ALEXIS FONTEYNE;NOVO;SP;ASSINATURA DE PUBLICAÇÕES;1202;1202;
ALEXIS FONTEYNE;NOVO;SP;COMBUSTÍVEIS E LUBRIFICANTES.;1072;1072;
ALEXIS FONTEYNE;NOVO;SP;TELEFONIA;6;6;
ALEXIS FONTEYNE;NOVO;SP;Total;47990;0;
MARCIO ALVINO;PL;SP;EMISSÃO BILHETE AÉREO;26557;26557;
MARCIO ALVINO;PL;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;15787;15787;
MARCIO ALVINO;PL;SP;SERVIÇOS POSTAIS;3947;3947;
MARCIO ALVINO;PL;SP;TELEFONIA;1181;1181;
MARCIO ALVINO;PL;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;417;417;
MARCIO ALVINO;PL;SP;Total;47889;0;
JUNIOR LOURENÇO;PL;MA;EMISSÃO BILHETE AÉREO;22936;22936;
JUNIOR LOURENÇO;PL;MA;COMBUSTÍVEIS E LUBRIFICANTES.;16813;16813;
JUNIOR LOURENÇO;PL;MA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;5046;5046;
JUNIOR LOURENÇO;PL;MA;TELEFONIA;2092;2092;
JUNIOR LOURENÇO;PL;MA;SERVIÇOS POSTAIS;669;669;
JUNIOR LOURENÇO;PL;MA;Total;47556;0;
